upload,caption,likes_list,hashtag,location,photo
2020-04-27T21:01:04.000Z,"•Thanks for sharing, Dok! @itokbrm#covid19.@thetower_spaceX@kopilawe.id",59 likes,#covid19,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/94883020_715542312518134_6378158985832287375_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=DaOI1umqatkAX_n3v4M&oh=de53eda94097218709de55ed8ed34dc3&oe=5F3AA045
2020-04-27T06:36:34.000Z,•Ada yang belum pernah cobain “Cheese Stick” nya kita? Yuuuuk! Dijamin ketagihan.....The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-22.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,22 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/95216827_2476388516005125_5564675173649710637_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=SrAQEkVttcUAX-THZxh&oh=6de0620b1144d0fc2b1f8201da307014&oe=5F3C1674
2020-04-27T05:52:15.000Z,"•Kopi Aspirasi VOL.04 / Session 5.Curhatan tenaga medis di masa pandemi - bersama dengan dr. Bramantyo Mardiawan @itokbrm Hari ini, Senin 27 April 2020 jam 4 sore live di ig streaming. #kopiaspirasi #kopilawe #thetowerspace.@kopilawe.id x @thetower_space",25 likes,#kopiaspirasi #kopilawe #thetowerspace,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/94918864_668888670563970_7745931052970476584_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=106&_nc_ohc=7GkGA4U-vJcAX8a6Qqz&oh=3a93cd257634a66e5ba60ac3deae3350&oe=5F3BD220
2020-04-25T09:29:05.000Z,"•OUR BEST SELLER “CHEESE STICK & TAPE STICK” #dirumahkamu.Sambil nunggu buka puasa, bisa nih dipesen cheese / tape sticknya paket mentah, jadi kamu bisa goreng sendiri di rumah kamu. Pasti nikmat dimakan selagi panas saat buka puasa ;).15 pcs CHEESE STICK (matang / mentah)Rp. 45.000,- 10 pcs TAPE STICK (matang / mentah)Rp. 25.000,- MIX CHEESE & TAPE STICK (matang / mentah)A. 5 CHEESE + 10 TAPE STICKRp. 40.000,-B. 10 CHESSE + 5 TAPE STICKRp. 45.000,-.*untuk paket mentah bisa langsung digoreng / disimpan di freezer.*tape stick tahan di freezer 2 hari*cheese stick tahan di freezer 5 hari.For Order:WA 0821 3765 9314DM @thetower_space",9 likes,#dirumahkamu,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/94896977_669454190296139_3840624890624403_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=yxFKfmkaG4QAX-X8PMJ&oh=bca885c3a9caa78808bd74e6710bc095&oe=5F3C838C
2020-04-25T09:28:54.000Z,"•OUR BEST SELLER “CHEESE STICK & TAPE STICK” #dirumahkamu.Sambil nunggu buka puasa, bisa nih dipesen cheese / tape sticknya paket mentah, jadi kamu bisa goreng sendiri di rumah kamu. Pasti nikmat dimakan selagi panas saat buka puasa ;).15 pcs CHEESE STICK (matang / mentah)Rp. 45.000,- 10 pcs TAPE STICK (matang / mentah)Rp. 25.000,- MIX CHEESE & TAPE STICK (matang / mentah)A. 5 CHEESE + 10 TAPE STICKRp. 40.000,-B. 10 CHESSE + 5 TAPE STICKRp. 45.000,-.*untuk paket mentah bisa langsung digoreng / disimpan di freezer.*tape stick tahan di freezer 2 hari*cheese stick tahan di freezer 5 hari.For Order:WA 0821 3765 9314DM @thetower_space",7 likes,#dirumahkamu,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/94577767_1178854515780487_7542504225872787644_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=b7RhLzAPBsIAX8DR-l2&oh=ab906f749e2333c69cf21d200d6ca18c&oe=5F3BA21E
2020-04-25T09:28:14.000Z,"•OUR BEST SELLER “CHEESE STICK & TAPE STICK” #dirumahkamu.Sambil nunggu buka puasa, bisa nih dipesen cheese / tape sticknya paket mentah, jadi kamu bisa goreng sendiri di rumah kamu. Pasti nikmat dimakan selagi panas saat buka puasa ;).15 pcs CHEESE STICK (matang / mentah)Rp. 45.000,- 10 pcs TAPE STICK (matang / mentah)Rp. 25.000,- MIX CHEESE & TAPE STICK (matang / mentah)A. 5 CHEESE + 10 TAPE STICKRp. 40.000,-B. 10 CHESSE + 5 TAPE STICKRp. 45.000,-.*untuk paket mentah bisa langsung digoreng / disimpan di freezer.*tape stick tahan di freezer 2 hari*cheese stick tahan di freezer 5 hari.For Order:WA 0821 3765 9314DM @thetower_space",22 likes,#dirumahkamu,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/94253087_902220503563176_7162383878599298188_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=-zUl6SBBCpkAX-lA3-R&oh=ed1141cee27dd44c56b42fdd9b603168&oe=5F3B831D
2020-04-23T21:41:10.000Z,•Marhaban Ya Ramadhan1441 H.“We wish you a peaceful and joyful Ramadhan.”.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00 - 22.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,14 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/94157046_1582716651897897_2751204385637094674_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=bALYKienoaAAX-dvBha&oh=5e1183bdf0b74151f47f3b2a9bbe9c2f&oe=5F3C8C28
2020-04-23T21:40:24.000Z,•Marhaban Ya Ramadhan1441 H.“We wish you a peaceful and joyful Ramadhan.”.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00 - 22.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,13 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/93753034_707319193352805_2506071275959645157_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=Jk-sMkxBdOEAX8-4g_J&oh=c9d97f977290eb1ed0dc1e921c9eba96&oe=5F3A18F7
2020-04-23T21:17:25.000Z,•Marhaban Ya Ramadhan1441 H.“We wish you a peaceful and joyful Ramadhan.”.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00 - 22.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,10 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/94831457_1897225517081476_5414245389003382069_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=5RozJqRmF_IAX8AtUNj&oh=1377c6cdbf11b88d54cc847b948e302e&oe=5F3DB986
2020-04-22T09:51:49.000Z,"•Gofood Hari Kuliner Nasional Campaign 202022 April - 5 May 2020.Promo Bundling:1. *5 Es Kopi Kulo* - Rp 75.000 menjadi Rp. 52.500,-2. *2 Es Hojicha Latte + 2 Es Matcha Latte* - Rp 80.000 menjadi Rp. 56.000,-3. *Es Strawberry Cheescake + Es Blackforest + Cookies & Cream* - Rp 71.000 menjadi Rp. 49.700,-.- Promo diatas khusus pembelian *GOFOOD ONLY* search di gofood : KEDAI KOPI KULO KARANGASEM- Tidak berlaku walk in.",22 likes,,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/93918418_532688190772653_9072851472715199947_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=quBjTxs-0_UAX9RTF_F&oh=8dd41b8f60f96662849404c6864c08f6&oe=5F3BFCDC
2020-04-22T05:37:02.000Z,"•MENU NASI BERKAT B.DONATION WEEK.THE TOWER SPACE MENERIMA PESANAN NASI BERKAT UNTUK SAUDARA-SAUDARA KITA.NASI BERKAT Rp. 12.000,- / box*tanpa minimum order*pemesanan maksimal H-1.Menu:A. Nasi Ayam Geprek + Tempe GeprekB. Nasi Goreng Krukup.For Order:WA 082137659314DM @thetower_space",14 likes,,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/93895116_220908559212057_7957861843003824593_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=109&_nc_ohc=K7uU4d3sYCsAX9Mi6C3&oh=f87de422c1236ba05c6071e828e8c3f7&oe=5F3CD24F
2020-04-22T05:36:14.000Z,"•DONATION WEEK.THE TOWER SPACE MENERIMA PESANAN NASI BERKAT UNTUK SAUDARA-SAUDARA KITA.NASI BERKAT Rp. 12.000,- / box*tanpa minimum order*pemesanan maksimal H-1.Menu:A. Nasi Ayam Geprek + Tempe GeprekB. Nasi Goreng Krukup.For Order:WA 082137659314DM @thetower_space",11 likes,,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/93822905_265375291296264_232657582865102231_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=c4Dv0ffspRUAX9dgqt5&oh=0faa0a950b770588cdc90be27f84a5eb&oe=5F3BFD1D
2020-04-22T05:36:14.000Z,"•MENU NASI BERKAT A.DONATION WEEK.THE TOWER SPACE MENERIMA PESANAN NASI BERKAT UNTUK SAUDARA-SAUDARA KITA.NASI BERKAT Rp. 12.000,- / box*tanpa minimum order*pemesanan maksimal H-1.Menu:A. Nasi Ayam Geprek + Tempe GeprekB. Nasi Goreng Krukup.For Order:WA 082137659314DM @thetower_space",25 likes,,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/94288672_150451999813660_6081224571406150271_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=QpqYvMRDNfEAX_Bx51w&oh=4df4e9d026532763a7c373833a7c86aa&oe=5F3BE73D
2020-04-21T10:40:15.000Z,•The Tower Space x Kedai Kopi KuloOPEN DAILY11.00 - 21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,24 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/94084613_273786433649143_5751554800593286373_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=zUEQ9C9XKB4AX-DvD08&oh=b289ca0bd98945f71101a52e602498e1&oe=5F3D905B
2020-04-21T10:32:44.000Z,•The Tower Space x Kedai Kopi KuloOPEN DAILY11.00 - 21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,38 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/94060564_183446089328140_4566882610559536185_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=ayRi35fZSHUAX-0qj37&oh=7669c648f46257f71070e7abf373b32f&oe=5F3D7146
2020-04-20T05:58:32.000Z,•Enjoy our HOT KOPI KULO.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,16 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/93705346_152894012897140_4423005485660157347_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=OqR7ymep4r8AX83_W3W&oh=a4992100de26ba55e356caaab7287a30&oe=5F3C5E2D
2020-04-20T05:58:04.000Z,•MENU PANAS KEDAI KOPI KULO X THE TOWER SPACE.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,15 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/92831138_261305074904896_5615382570956355312_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=jeNZngrVbogAX_9lt8P&oh=6e1a97bc3e74bd420786b01d2422a2f3&oe=5F3B4B81
2020-04-20T05:57:33.000Z,•Enjoy our HOT MATCHA LATTE.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,12 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/93714510_2586614228276153_5915509631041551968_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=3_mFTPgZR-gAX8AxqHA&oh=4aa97097ef7059bda6eb52a4ba5812b8&oe=5F3B554B
2020-04-20T05:53:36.000Z,•Enjoy our ES KOPI BERRY.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,12 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/93600498_2515119868801126_1072313050135447373_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=zInf9Dwa2jcAX_OHM1P&oh=dbcd5ce550f0033131ea26b19f193a23&oe=5F3A93AF
2020-04-20T05:53:21.000Z,•Enjoy our ES KOPI DIREGALIN.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,15 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/93259691_704939213656450_271931563896642311_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=BqQMzQiWCsEAX9uesMc&oh=cdb249bfcfc58b52d06ea203197a4b3c&oe=5F3D6074
2020-04-20T05:53:04.000Z,•Enjoy our ES YAKULT BERRY.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,14 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/93714506_215612309731907_5309371785505534631_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=x8SKnoPVgJIAX85i5HC&oh=a50871857102f462f70b034d9d101e49&oe=5F3BCC08
2020-04-20T05:52:23.000Z,•Enjoy our ES HOJICHA.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,11 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/93819212_1117972258562092_6976105745223311763_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=7M2N68WtwzkAX_b2WUk&oh=59a99516405f2bddbbef6319f201687c&oe=5F3BB81C
2020-04-20T05:52:10.000Z,•Yang mana nih kesukaan kamu?.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,19 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/93880140_1143039942698177_5082715263142551330_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=IsBLi_ajUqkAX_HAg5y&oh=06199847d1f0b93decd295546463db8f&oe=5F3A6B59
2020-04-20T05:51:46.000Z,•Enjoy our ES HOJICHA CHEESE.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,13 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/94020411_152056059673925_6753372399043898563_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=XMhY5jlwFcIAX--jXDP&oh=66fef0a910f0e1c51e7a30aa9ce91e12&oe=5F3DFC3F
2020-04-20T05:46:44.000Z,•Enjoy our ES STRAWBERRY CHEESECAKE.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,20 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/93757675_154750006078126_7815159124807637220_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=IBQ_O8poj1QAX8yGUkq&oh=50f8e7b2b22c5c56593a0ea6d4fc8b6a&oe=5F3A4DA0
2020-04-20T05:45:39.000Z,•Enjoy our ES REGALIN AJA.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,21 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/93638461_869177830268477_5972034105049304325_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ANODBjMS6LsAX-J0aIn&oh=79d188362526b1bf34cdcd9b817678de&oe=5F3B4787
2020-04-20T05:44:50.000Z,•Enjoy our ES BLACKFOREST.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00-21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,21 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/94487675_236769244068708_3005859413416562571_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=cCE4QFEnUsUAX-NqhSA&oh=f532ab7c0c82c166efed4298096b5400&oe=5F3AEC67
2020-04-20T05:26:46.000Z,•The Tower Space x Kedai Kopi KuloOPEN DAILY11.00 - 21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,37 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-2.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/93877137_2559649690950292_8301405248918922175_n.jpg?_nc_ht=instagram.fcgk4-2.fna.fbcdn.net&_nc_cat=104&_nc_ohc=7yyXZdwLfOoAX89hge9&oh=5467dca56e8fd8e9e76b5c86c358a439&oe=5F3AA166
2020-04-17T06:09:21.000Z,"•Yay! Mulai sekarang di bagian bawah setiap pintu @thetower_space ada “DOOR STEP & PULL” ini, fungsinya untuk mengurangi tangan kalian terlalu banyak memegang handle pintu.Jadi jangan bingung ya, cukup injak alat ini dan tarik dengan kaki, pintu akan terbuka dan kami siap menyapa kalian semua :).Avoid the virus, keep away your hand from door handle.Stay Safe Stay Healthy Everyone!.Thank you @wrisolution 🙏🏻.The Tower Space x Kedai Kopi KuloOPEN DAILY11.00 - 21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo",35 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-4.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/93430738_3188800747818049_2956131663753810663_n.jpg?_nc_ht=instagram.fcgk4-4.fna.fbcdn.net&_nc_cat=101&_nc_ohc=cdMiFLizZHUAX8YJI8q&oh=317cc29952e27247f44f605b471312a9&oe=5F3C863F
2020-04-15T04:34:16.000Z,•The Tower Space x Kedai Kopi KuloOPEN DAILY11.00 - 21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,50 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/93261992_536796160308605_5466592123436300666_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=XDGJzy7Hc8IAX9oybUm&oh=ca005c174008d3efd33d6ed3ca13f1a1&oe=5F3BF92D
2020-04-08T09:03:42.000Z,•The Tower Space x Kedai Kopi KuloOPEN DAILY11.00 - 21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,58 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-1.fna.fbcdn.net/v/t51.2885-15/e35/92770356_841800909632808_8636024847837369980_n.jpg?_nc_ht=instagram.fcgk4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=SujEVEeV-ioAX8D_y9S&oh=4e6f5eef402e0093e241faab36a83eea&oe=5F3CDBE3
2020-04-08T08:59:54.000Z,•The Tower Space x Kedai Kopi KuloOPEN DAILY11.00 - 21.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,43 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk4-3.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/92226944_507700293248276_8755387499813594247_n.jpg?_nc_ht=instagram.fcgk4-3.fna.fbcdn.net&_nc_cat=108&_nc_ohc=RdEEGv8nLpEAX-zLGc5&oh=90c32e4c15462656d005704e095ab30f&oe=5F3B2EE4
2020-03-20T07:35:11.000Z,"•Panas-panas gini, paling enak sih minum AVOCATTO!Buat kalian yang gabisa minum kopi, kalian bisa memesan avocatto tanpa espresso, ada 2 pilihan rasa ice cream yaitu coklat atau vanilla.Cobain deh, dijamin ketagihan! 🖤.The Tower Space x Kedai Kopi KuloOPEN DAILY10.00 - 24.00..Jl. Duwet V No 14 Karangasem Laweyan Solo 57145.Maps : The Tower SpaceGoFood : Kedai Kopi Kulo Karangasem.#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo",51 likes,#thetowerspace #nospacebetweenus #coffeeshopsolo #kopisolo #tempatnongkrongsolo,,https://instagram.fcgk5-1.fna.fbcdn.net/v/t51.2885-15/e35/p1080x1080/90087604_2877324982494127_470336156169502526_n.jpg?_nc_ht=instagram.fcgk5-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=9wwMhtJt9yUAX9LTLiR&oh=e240d235c62273d1217593954c0a9edc&oe=5F3D268E
